CGATS.17
ORIGINATOR	"ColorGATE"
FILE_DESCRIPTOR	"CMYKOG Advanced Linearization Target"
CREATED	"2022-10-24T09:33:27+02:00"
LGOROWLENGTH	20
KEYWORD	"INFO"
INFO	"Linearization target with an accurate characteristic in the ranges 0..30% and 80..100%."
INSTRUMENTATION	"X-Rite i1Pro2"
KEYWORD	"ILLUMINATION_NAME"
ILLUMINATION_NAME	"D50"
KEYWORD	"OBSERVER_ANGLE"
OBSERVER_ANGLE	"2"
KEYWORD	"MEASURE_CONDITION"
MEASURE_CONDITION	"M0"
NUMBER_OF_FIELDS	45
NUMBER_OF_SETS	240
BEGIN_DATA_FORMAT
SAMPLE_ID	SAMPLE_NAME	PC6_1	PC6_2	PC6_3	PC6_4	PC6_5	PC6_6	SPECTRAL_NM_380	SPECTRAL_NM_390	SPECTRAL_NM_400	SPECTRAL_NM_410	SPECTRAL_NM_420	SPECTRAL_NM_430	SPECTRAL_NM_440	SPECTRAL_NM_450	SPECTRAL_NM_460	SPECTRAL_NM_470	SPECTRAL_NM_480	SPECTRAL_NM_490	SPECTRAL_NM_500	SPECTRAL_NM_510	SPECTRAL_NM_520	SPECTRAL_NM_530	SPECTRAL_NM_540	SPECTRAL_NM_550	SPECTRAL_NM_560	SPECTRAL_NM_570	SPECTRAL_NM_580	SPECTRAL_NM_590	SPECTRAL_NM_600	SPECTRAL_NM_610	SPECTRAL_NM_620	SPECTRAL_NM_630	SPECTRAL_NM_640	SPECTRAL_NM_650	SPECTRAL_NM_660	SPECTRAL_NM_670	SPECTRAL_NM_680	SPECTRAL_NM_690	SPECTRAL_NM_700	SPECTRAL_NM_710	SPECTRAL_NM_720	SPECTRAL_NM_730	IGNORESAMPLE
END_DATA_FORMAT
BEGIN_DATA
181	Orange_70	0	0	0	0	70.2	0	0.1083	0.09988	0.0921	0.08949	0.0841	0.07346	0.06444	0.05732	0.05202	0.04828	0.04643	0.04701	0.04979	0.05507	0.06269	0.07779	0.127	0.2571	0.4704	0.6711	0.7798	0.8242	0.8412	0.8496	0.8551	0.8595	0.8652	0.8703	0.8736	0.876	0.878	0.8789	0.8819	0.8841	0.885	0.8887	0
182	Orange_75	0	0	0	0	74.9	0	0.102	0.09274	0.08502	0.08179	0.07655	0.06668	0.05817	0.0515	0.0465	0.04325	0.04162	0.04212	0.04472	0.04957	0.05653	0.07068	0.1174	0.2438	0.4567	0.662	0.7752	0.8218	0.8398	0.8489	0.8548	0.8597	0.8656	0.8711	0.8745	0.8771	0.8793	0.8802	0.8837	0.8861	0.8871	0.8906	0
183	Orange_80	0	0	0	0	80	0	0.09729	0.08887	0.08036	0.07731	0.07159	0.06244	0.05431	0.04792	0.04339	0.04031	0.039	0.03934	0.04174	0.04636	0.05317	0.06677	0.1121	0.2365	0.4494	0.6573	0.7732	0.8213	0.8398	0.8488	0.8547	0.8594	0.8651	0.8704	0.8738	0.8765	0.8784	0.8793	0.8824	0.8847	0.8855	0.8893	0
184	Orange_83	0	0	0	0	83.14	0	0.09402	0.08467	0.07717	0.0738	0.06798	0.05852	0.05091	0.04548	0.04099	0.03795	0.03666	0.03721	0.03955	0.04398	0.05043	0.06345	0.1074	0.2297	0.4419	0.652	0.77	0.8189	0.8377	0.8469	0.8526	0.8574	0.8633	0.8687	0.872	0.8748	0.8768	0.8777	0.8809	0.8832	0.8839	0.8874	0
185	Orange_85	0	0	0	0	85.1	0	0.08842	0.08166	0.07471	0.07066	0.06506	0.05595	0.04864	0.04322	0.03908	0.03643	0.03518	0.03546	0.03779	0.04198	0.04832	0.06122	0.1042	0.2249	0.4365	0.6477	0.7677	0.8176	0.8367	0.846	0.8519	0.8565	0.8622	0.8674	0.8708	0.8734	0.8754	0.876	0.8791	0.8814	0.8819	0.885	0
186	Orange_86	0	0	0	0	85.88	0	0.09359	0.08194	0.07391	0.07013	0.0639	0.05543	0.0484	0.04276	0.03851	0.03613	0.03487	0.03514	0.03724	0.04147	0.04767	0.06016	0.1027	0.2225	0.4334	0.6445	0.7645	0.8148	0.8342	0.8433	0.8489	0.8537	0.8593	0.8647	0.8681	0.8705	0.8725	0.8734	0.8765	0.879	0.8797	0.8824	0
187	Orange_87	0	0	0	0	87.06	0	0.08804	0.07911	0.0704	0.06783	0.06208	0.05384	0.04701	0.04143	0.03758	0.03498	0.03384	0.03421	0.03647	0.04049	0.04662	0.059	0.101	0.2198	0.4305	0.6431	0.7645	0.815	0.8347	0.844	0.8504	0.8553	0.8614	0.8669	0.8704	0.8729	0.8746	0.8759	0.8796	0.8817	0.8828	0.8858	0
188	Orange_88	0	0	0	0	87.84	0	0.08616	0.07579	0.06961	0.06674	0.06164	0.05306	0.04617	0.04097	0.03697	0.03453	0.03347	0.03388	0.03599	0.04007	0.04605	0.05845	0.1002	0.2189	0.4299	0.6436	0.7659	0.8168	0.8365	0.846	0.8524	0.8573	0.8633	0.8688	0.8723	0.875	0.8769	0.8778	0.8812	0.8836	0.8843	0.8875	0
189	Orange_89	0	0	0	0	89.02	0	0.08539	0.07742	0.06954	0.06589	0.06008	0.05152	0.04456	0.03986	0.03613	0.03381	0.03278	0.03311	0.03524	0.03925	0.04515	0.0573	0.0985	0.2164	0.4275	0.6421	0.7656	0.8173	0.8371	0.8464	0.8521	0.8567	0.8623	0.8676	0.8708	0.8734	0.8751	0.8759	0.8791	0.8816	0.8824	0.8852	0
190	Orange_90	0	0	0	0	90.2	0	0.08357	0.07563	0.0681	0.06464	0.0587	0.05091	0.04414	0.0388	0.03533	0.03311	0.03224	0.03254	0.0346	0.03849	0.04437	0.05648	0.09723	0.2145	0.4252	0.6403	0.7644	0.8167	0.8364	0.8458	0.8515	0.8562	0.8616	0.8665	0.8699	0.8719	0.8739	0.8744	0.8775	0.8798	0.8808	0.8839	0
191	Orange_91	0	0	0	0	90.98	0	0.08318	0.07528	0.06721	0.06382	0.05848	0.0505	0.0439	0.03867	0.03513	0.03302	0.03173	0.03212	0.03409	0.03786	0.04361	0.05551	0.09591	0.2123	0.4227	0.6387	0.7637	0.8164	0.8365	0.8463	0.8524	0.8576	0.8634	0.8685	0.872	0.8743	0.8768	0.8777	0.8807	0.8832	0.8842	0.8874	0
192	Orange_92	0	0	0	0	92.16	0	0.08295	0.0744	0.06596	0.06209	0.05699	0.04904	0.04292	0.03791	0.03422	0.03197	0.03101	0.03137	0.03327	0.037	0.04264	0.05441	0.09417	0.2096	0.4191	0.6351	0.7603	0.8131	0.8336	0.8436	0.8503	0.856	0.8623	0.8679	0.8716	0.8742	0.8766	0.8778	0.8814	0.8843	0.8851	0.8881	0
193	Orange_93	0	0	0	0	92.94	0	0.08223	0.07333	0.06483	0.06179	0.05576	0.04851	0.04201	0.03716	0.03375	0.03143	0.03055	0.03098	0.03308	0.03673	0.04225	0.05388	0.09338	0.2084	0.4184	0.6362	0.7633	0.8169	0.8374	0.8473	0.8535	0.8587	0.8643	0.8693	0.8726	0.8748	0.8768	0.8779	0.8811	0.8835	0.8845	0.8873	0
194	Orange_94	0	0	0	0	94.12	0	0.08415	0.07409	0.06479	0.06138	0.05579	0.04747	0.04126	0.03664	0.03315	0.03125	0.03033	0.0307	0.03266	0.03614	0.0415	0.05305	0.09221	0.2063	0.4161	0.6344	0.7622	0.8163	0.837	0.8467	0.8526	0.8575	0.8629	0.8678	0.871	0.8732	0.8753	0.876	0.8789	0.8814	0.8822	0.8853	0
195	Orange_95	0	0	0	0	94.9	0	0.08146	0.07277	0.06423	0.06008	0.05467	0.0468	0.04064	0.03615	0.03295	0.0309	0.02993	0.03026	0.03215	0.03563	0.04113	0.05238	0.09113	0.2048	0.4144	0.6336	0.7623	0.8168	0.8375	0.8473	0.8531	0.8581	0.8633	0.8683	0.8716	0.8736	0.8755	0.8762	0.8795	0.8818	0.8828	0.8856	0
196	Orange_96	0	0	0	0	96.08	0	0.08139	0.07139	0.06357	0.05944	0.05364	0.04611	0.03991	0.03573	0.0323	0.03025	0.02946	0.02983	0.03167	0.03511	0.04045	0.05159	0.08999	0.2029	0.4125	0.6329	0.7631	0.8186	0.8395	0.8494	0.8553	0.8603	0.8658	0.8706	0.8738	0.8759	0.8779	0.8787	0.8817	0.8842	0.8852	0.8883	0
197	Orange_97	0	0	0	0	96.86	0	0.08154	0.0701	0.06153	0.05778	0.05298	0.04542	0.03961	0.03515	0.03176	0.02971	0.02893	0.02923	0.03107	0.03433	0.03961	0.05069	0.08863	0.2006	0.4094	0.6299	0.7606	0.816	0.8371	0.8471	0.8532	0.8584	0.8639	0.8689	0.8722	0.8742	0.8766	0.8774	0.8804	0.8829	0.884	0.8869	0
198	Orange_98	0	0	0	0	98.04	0	0.07806	0.0689	0.0613	0.05686	0.05199	0.0443	0.03872	0.03435	0.03125	0.02936	0.0285	0.02885	0.03072	0.03389	0.03919	0.05009	0.08757	0.1987	0.407	0.6279	0.7591	0.815	0.8363	0.8462	0.8523	0.8574	0.8629	0.8679	0.8715	0.8736	0.8757	0.8765	0.8797	0.8823	0.8832	0.8861	0
199	Orange_99	0	0	0	0	98.82	0	0.07957	0.06828	0.06029	0.05547	0.05087	0.04381	0.03804	0.03381	0.03078	0.029	0.02814	0.02852	0.03027	0.03355	0.03866	0.04934	0.08638	0.197	0.405	0.6263	0.7582	0.8146	0.8361	0.8461	0.8521	0.8571	0.8627	0.8678	0.8712	0.8734	0.8754	0.8764	0.8795	0.8821	0.8829	0.8858	0
200	Orange_100	0	0	0	0	100	0	0.07839	0.06829	0.06054	0.05675	0.0512	0.04396	0.03809	0.03402	0.0309	0.02906	0.02832	0.0286	0.03046	0.0337	0.03876	0.04955	0.08663	0.1969	0.4045	0.6252	0.7568	0.8131	0.8346	0.8448	0.8509	0.8561	0.8618	0.8669	0.8703	0.8725	0.8747	0.8757	0.8788	0.8814	0.8824	0.8851	0
201	Green_0	0	0	0	0	0	0	0.4461	0.4995	0.5688	0.705	0.8383	0.8781	0.8876	0.8832	0.8757	0.8721	0.869	0.8672	0.8661	0.8657	0.8663	0.8647	0.8651	0.8657	0.8649	0.8688	0.8698	0.8725	0.8753	0.8796	0.884	0.8885	0.8945	0.9	0.9041	0.9067	0.9089	0.9101	0.9137	0.9159	0.9178	0.9204	0
202	Green_1	0	0	0	0	0	1.18	0.419	0.4701	0.5327	0.6553	0.7723	0.8037	0.8131	0.8088	0.8031	0.8137	0.8332	0.8443	0.8465	0.8451	0.8416	0.8342	0.8265	0.8172	0.8055	0.7997	0.7938	0.7917	0.7903	0.7914	0.7946	0.7987	0.8051	0.8124	0.8187	0.8219	0.8228	0.8219	0.8217	0.8222	0.8265	0.8361	0
203	Green_3	0	0	0	0	0	3.14	0.3735	0.4231	0.4765	0.5729	0.659	0.6762	0.686	0.681	0.6777	0.7152	0.7751	0.8093	0.8173	0.814	0.804	0.7855	0.7634	0.7365	0.7052	0.6815	0.6629	0.652	0.6431	0.6389	0.6397	0.6435	0.6508	0.6613	0.6719	0.6766	0.675	0.6702	0.664	0.6608	0.6701	0.6922	0
204	Green_5	0	0	0	0	0	5.1	0.3187	0.3693	0.4148	0.4923	0.5572	0.5646	0.576	0.5695	0.5678	0.6281	0.723	0.7776	0.7908	0.7856	0.7687	0.7403	0.7054	0.6628	0.6149	0.5762	0.5475	0.5297	0.5154	0.5074	0.5075	0.5114	0.5197	0.5333	0.5479	0.5543	0.5513	0.5436	0.533	0.5273	0.5404	0.5722	0
205	Green_7	0	0	0	0	0	7.06	0.2807	0.3272	0.3676	0.4284	0.4729	0.4729	0.4846	0.4783	0.4786	0.5547	0.6756	0.7464	0.7644	0.7581	0.7362	0.7	0.6555	0.6016	0.5426	0.4944	0.4591	0.4373	0.4199	0.4097	0.4089	0.4129	0.4216	0.4367	0.4536	0.4605	0.4566	0.4475	0.4342	0.4277	0.4427	0.4799	0
206	Green_9	0	0	0	0	0	9.02	0.2465	0.2916	0.3267	0.3771	0.4105	0.4056	0.4172	0.4106	0.4122	0.4974	0.6354	0.7183	0.7395	0.7318	0.7057	0.663	0.611	0.5496	0.4833	0.4293	0.3908	0.3669	0.348	0.337	0.3359	0.3398	0.3485	0.3646	0.3823	0.3894	0.3852	0.3752	0.3611	0.3537	0.3696	0.4097	0
207	Green_11	0	0	0	0	0	10.98	0.2168	0.2607	0.2914	0.333	0.3563	0.3481	0.3608	0.3539	0.3559	0.4483	0.6001	0.6935	0.7178	0.7087	0.6783	0.6303	0.5723	0.5048	0.433	0.3752	0.3347	0.3098	0.2902	0.2787	0.2775	0.2814	0.2901	0.3062	0.3244	0.3313	0.3273	0.3175	0.3028	0.2952	0.3119	0.3535	0
208	Green_13	0	0	0	0	0	12.94	0.1936	0.2338	0.2629	0.2966	0.313	0.3029	0.3151	0.3087	0.3113	0.4073	0.5687	0.6708	0.698	0.6879	0.6546	0.6024	0.5399	0.4683	0.3931	0.3331	0.2918	0.2665	0.2468	0.2352	0.234	0.2378	0.2462	0.2622	0.2802	0.2875	0.2832	0.2729	0.2581	0.2506	0.2672	0.3092	0
209	Green_15	0	0	0	0	0	14.9	0.1721	0.2119	0.237	0.265	0.2763	0.2648	0.2768	0.2705	0.2733	0.3719	0.5414	0.651	0.6806	0.6697	0.6333	0.5769	0.5104	0.4349	0.3572	0.2957	0.254	0.2287	0.2093	0.1979	0.1967	0.2005	0.2087	0.2243	0.2424	0.2495	0.2451	0.235	0.2204	0.2129	0.2294	0.2715	0
210	Green_17	0	0	0	0	0	16.86	0.1547	0.1931	0.2161	0.2393	0.2461	0.2333	0.2452	0.2391	0.2423	0.3425	0.5179	0.6335	0.665	0.653	0.6142	0.5546	0.4849	0.4069	0.3275	0.2654	0.2238	0.1991	0.18	0.1689	0.1678	0.1713	0.1791	0.1943	0.2117	0.2187	0.2147	0.2049	0.1903	0.183	0.1991	0.2409	0
211	Green_20	0	0	0	0	0	20	0.1288	0.1633	0.1843	0.201	0.2022	0.1879	0.1988	0.1933	0.1971	0.2979	0.4805	0.6046	0.6392	0.626	0.583	0.5187	0.4446	0.3633	0.2823	0.2201	0.1796	0.1559	0.138	0.1278	0.1266	0.1298	0.137	0.1511	0.1676	0.1742	0.1701	0.1609	0.1475	0.1407	0.156	0.1963	0
212	Green_25	0	0	0	0	0	25.1	0.0977	0.1303	0.1465	0.1558	0.1515	0.1372	0.1474	0.1425	0.1462	0.2452	0.4338	0.5675	0.6058	0.591	0.5432	0.4734	0.3948	0.3106	0.2292	0.1686	0.1308	0.1093	0.09354	0.0845	0.08336	0.08591	0.09194	0.1041	0.1188	0.1248	0.1208	0.1126	0.1007	0.09498	0.1087	0.145	0
213	Green_30	0	0	0	0	0	30.2	0.075	0.1025	0.1167	0.1229	0.1168	0.1031	0.1119	0.1074	0.1117	0.206	0.3955	0.535	0.5758	0.5596	0.5085	0.4353	0.354	0.2691	0.1894	0.1319	0.09732	0.07843	0.06503	0.05762	0.05678	0.05888	0.0637	0.07389	0.08637	0.09165	0.08847	0.08116	0.07106	0.0664	0.07815	0.1104	0
214	Green_35	0	0	0	0	0	34.9	0.06182	0.08679	0.09814	0.1016	0.09387	0.08082	0.0887	0.08518	0.08897	0.1788	0.3665	0.5091	0.5516	0.5348	0.4818	0.4066	0.3244	0.2396	0.1621	0.1077	0.07619	0.05956	0.04813	0.0418	0.04107	0.04277	0.04682	0.05555	0.06651	0.07092	0.06803	0.06166	0.05299	0.04899	0.05922	0.08842	0
215	Green_40	0	0	0	0	0	40	0.05061	0.07125	0.08322	0.08429	0.07488	0.06283	0.07004	0.06657	0.07076	0.1553	0.3403	0.4852	0.5292	0.512	0.4572	0.3804	0.2976	0.2137	0.1388	0.08791	0.05951	0.04504	0.0354	0.03036	0.02976	0.0311	0.03438	0.04151	0.05069	0.05452	0.05198	0.04653	0.03925	0.03635	0.0453	0.07061	0
216	Green_45	0	0	0	0	0	45.1	0.04256	0.06152	0.06946	0.06936	0.06072	0.04969	0.05583	0.05275	0.0565	0.1352	0.3161	0.4624	0.5077	0.4896	0.4331	0.3551	0.2722	0.1898	0.1182	0.07127	0.04633	0.03409	0.02619	0.02226	0.02166	0.02273	0.02529	0.03108	0.03869	0.04191	0.0398	0.03521	0.02934	0.02722	0.03469	0.05664	0
217	Green_50	0	0	0	0	0	50.2	0.03382	0.05215	0.05847	0.05768	0.04883	0.03914	0.04435	0.04172	0.04564	0.119	0.2952	0.4428	0.4893	0.4706	0.4126	0.3338	0.2509	0.17	0.1015	0.05835	0.0363	0.026	0.01959	0.01637	0.01605	0.01681	0.01885	0.02349	0.02967	0.03227	0.0303	0.02678	0.02203	0.0203	0.02653	0.04583	0
218	Green_55	0	0	0	0	0	54.9	0.02976	0.04509	0.05026	0.04781	0.04035	0.03152	0.03613	0.03397	0.03769	0.1063	0.2783	0.4262	0.4732	0.4542	0.3953	0.3158	0.2333	0.1544	0.08889	0.04905	0.02954	0.02064	0.01546	0.01305	0.01269	0.01328	0.01487	0.01846	0.02379	0.02593	0.02447	0.02128	0.01744	0.01632	0.02191	0.03843	0
219	Green_60	0	0	0	0	0	60	0.02538	0.0371	0.04249	0.03951	0.03261	0.02487	0.02866	0.02696	0.03049	0.0937	0.2601	0.4077	0.4556	0.4366	0.3773	0.2976	0.2158	0.1387	0.07677	0.04029	0.02323	0.01596	0.01181	0.009912	0.00965	0.01002	0.01118	0.01409	0.01832	0.01998	0.01872	0.01608	0.01302	0.01241	0.01704	0.03114	0
220	Green_65	0	0	0	0	0	65.1	0.01923	0.03169	0.03562	0.03315	0.02624	0.0201	0.02308	0.02171	0.02501	0.08313	0.2441	0.3909	0.4394	0.42	0.3602	0.2807	0.1999	0.1251	0.06655	0.03345	0.01869	0.01272	0.009417	0.00795	0.007806	0.008003	0.008823	0.01107	0.01436	0.01569	0.01469	0.01278	0.01028	0.009852	0.01375	0.02582	0
221	Green_70	0	0	0	0	0	70.2	0.01794	0.02886	0.03115	0.02812	0.02208	0.01672	0.01852	0.01747	0.02049	0.07346	0.2287	0.3754	0.425	0.4055	0.345	0.2653	0.1851	0.1123	0.05731	0.02752	0.01501	0.01013	0.007761	0.006594	0.006467	0.006712	0.007186	0.008841	0.01134	0.0125	0.01145	0.009859	0.008376	0.008102	0.01115	0.0211	0
222	Green_75	0	0	0	0	0	74.9	0.01585	0.02582	0.02734	0.02399	0.01826	0.01407	0.0151	0.01422	0.0173	0.06629	0.2163	0.362	0.4116	0.3919	0.331	0.2514	0.1722	0.1017	0.04996	0.02311	0.01238	0.00839	0.00654	0.005617	0.005566	0.005732	0.006026	0.007239	0.009209	0.01007	0.009305	0.008045	0.006869	0.007113	0.009517	0.01799	0
223	Green_80	0	0	0	0	0	80	0.01177	0.02119	0.02366	0.02092	0.01552	0.01203	0.01316	0.01216	0.0152	0.06155	0.2081	0.3527	0.4023	0.3824	0.3214	0.2421	0.1639	0.0949	0.04524	0.02027	0.0106	0.007253	0.005804	0.005113	0.004988	0.005077	0.005274	0.006237	0.007782	0.008521	0.007874	0.006793	0.005976	0.006121	0.00827	0.0159	0
224	Green_83	0	0	0	0	0	83.14	0.01059	0.01905	0.02137	0.01919	0.01373	0.0104	0.01162	0.01089	0.01387	0.05817	0.2017	0.3453	0.3948	0.3749	0.3141	0.2351	0.1576	0.09008	0.04217	0.01852	0.009634	0.006625	0.005309	0.004776	0.00472	0.00478	0.004945	0.005675	0.007074	0.007674	0.007063	0.006114	0.005325	0.005724	0.007807	0.01481	0
225	Green_85	0	0	0	0	0	85.1	0.01062	0.01924	0.02145	0.01848	0.01396	0.01045	0.01136	0.01063	0.01352	0.05675	0.1986	0.3415	0.391	0.3711	0.3102	0.2317	0.1547	0.08787	0.04082	0.01778	0.009321	0.006405	0.005155	0.004688	0.004584	0.004667	0.004753	0.005501	0.006784	0.007287	0.006769	0.005876	0.005101	0.005441	0.007405	0.01408	0
226	Green_86	0	0	0	0	0	85.88	0.01296	0.02116	0.02157	0.01902	0.0144	0.01082	0.0117	0.01113	0.01376	0.05642	0.197	0.3394	0.3886	0.3685	0.3078	0.2296	0.153	0.08674	0.04026	0.01767	0.009349	0.006722	0.005489	0.004908	0.004916	0.005005	0.005171	0.00585	0.00713	0.007699	0.00708	0.006359	0.005507	0.005882	0.007706	0.01428	0
227	Green_87	0	0	0	0	0	87.06	0.01099	0.01969	0.02099	0.01823	0.01388	0.0105	0.01138	0.01063	0.01348	0.05534	0.1948	0.3367	0.386	0.3659	0.3052	0.2269	0.1506	0.08489	0.03904	0.01702	0.009077	0.006403	0.005379	0.004883	0.004796	0.004851	0.004895	0.005656	0.006847	0.007253	0.006783	0.005921	0.005189	0.005749	0.007635	0.01407	0
228	Green_88	0	0	0	0	0	87.84	0.01157	0.0197	0.02146	0.01901	0.01362	0.01039	0.01096	0.01024	0.0129	0.05442	0.1939	0.336	0.3857	0.3655	0.3044	0.2261	0.1498	0.08419	0.03847	0.0167	0.008876	0.006326	0.005376	0.004711	0.004677	0.004688	0.004847	0.005499	0.006631	0.007084	0.006547	0.005703	0.005217	0.005675	0.00754	0.01381	0
229	Green_89	0	0	0	0	0	89.02	0.01191	0.01923	0.02046	0.01723	0.01281	0.009795	0.01028	0.009589	0.01223	0.05306	0.1912	0.333	0.3827	0.3629	0.3019	0.2237	0.1476	0.08239	0.03731	0.01604	0.008433	0.005953	0.004979	0.004527	0.004468	0.004473	0.004509	0.005144	0.006225	0.006564	0.006057	0.005404	0.004819	0.005252	0.007034	0.01315	0
230	Green_90	0	0	0	0	0	90.2	0.009562	0.01785	0.01948	0.01589	0.01212	0.009361	0.009711	0.009115	0.01179	0.05184	0.1892	0.331	0.3806	0.3606	0.2997	0.2214	0.1456	0.08072	0.03625	0.01538	0.008078	0.005677	0.004763	0.004336	0.004353	0.004401	0.004398	0.004943	0.006061	0.006367	0.005975	0.005125	0.004683	0.005123	0.006938	0.01288	0
231	Green_91	0	0	0	0	0	90.98	0.01094	0.01745	0.01863	0.01579	0.01185	0.008678	0.009212	0.008885	0.01153	0.05076	0.1869	0.3282	0.3778	0.3577	0.2967	0.2187	0.1432	0.07894	0.03513	0.0148	0.007759	0.005557	0.004756	0.00431	0.004211	0.004215	0.004206	0.00485	0.005784	0.006028	0.005496	0.004713	0.004407	0.005003	0.006655	0.01247	0
232	Green_92	0	0	0	0	0	92.16	0.01034	0.01755	0.01774	0.01516	0.01089	0.008273	0.009099	0.008619	0.01114	0.04988	0.1851	0.3262	0.376	0.356	0.2949	0.2168	0.1414	0.07747	0.03425	0.01435	0.007548	0.005422	0.004639	0.004284	0.004166	0.004246	0.004178	0.004635	0.005623	0.005892	0.005347	0.004739	0.004425	0.004956	0.006498	0.01207	0
233	Green_93	0	0	0	0	0	92.94	0.007657	0.01608	0.01769	0.01445	0.01057	0.008266	0.008622	0.008117	0.01084	0.04914	0.1835	0.3246	0.3742	0.3541	0.2928	0.2149	0.1397	0.07625	0.03348	0.01395	0.007336	0.00526	0.004434	0.004237	0.004218	0.00408	0.00406	0.004477	0.005319	0.005711	0.005234	0.004528	0.004156	0.004782	0.006224	0.01152	0
234	Green_94	0	0	0	0	0	94.12	0.007901	0.01525	0.01741	0.01464	0.01052	0.008082	0.008433	0.008046	0.01053	0.04809	0.1818	0.3224	0.3721	0.3519	0.2907	0.2127	0.1379	0.07497	0.03272	0.01364	0.007272	0.005313	0.004539	0.004156	0.004103	0.004082	0.00405	0.004532	0.00534	0.005603	0.005276	0.004436	0.004202	0.004876	0.006346	0.01164	0
235	Green_95	0	0	0	0	0	94.9	0.01027	0.01618	0.01687	0.01439	0.01047	0.007767	0.00845	0.008032	0.01035	0.04773	0.1807	0.3213	0.3711	0.3507	0.2893	0.2114	0.1366	0.07388	0.03205	0.01325	0.006988	0.005102	0.004477	0.004125	0.004175	0.00412	0.003989	0.00442	0.005185	0.005332	0.00488	0.004335	0.004114	0.004861	0.006329	0.01141	0
236	Green_96	0	0	0	0	0	96.08	0.01014	0.01553	0.01621	0.0137	0.009303	0.007385	0.008128	0.0078	0.01023	0.04637	0.1779	0.318	0.3678	0.3477	0.2865	0.2087	0.1343	0.07206	0.03102	0.01275	0.006777	0.005068	0.0044	0.004125	0.004097	0.00406	0.003955	0.004341	0.004934	0.005217	0.00489	0.004422	0.004166	0.004792	0.006138	0.01108	0
237	Green_97	0	0	0	0	0	96.86	0.00968	0.01524	0.01689	0.01363	0.01023	0.007712	0.007877	0.007483	0.009997	0.04606	0.177	0.3168	0.3666	0.3464	0.2852	0.2076	0.1333	0.07138	0.03065	0.01262	0.006698	0.005003	0.004336	0.004161	0.004145	0.00407	0.00404	0.004437	0.005154	0.005117	0.004739	0.004267	0.004109	0.004844	0.006258	0.01104	0
238	Green_98	0	0	0	0	0	98.04	0.01051	0.0151	0.01592	0.01343	0.01003	0.008009	0.007926	0.007469	0.01005	0.04497	0.1743	0.3137	0.3634	0.343	0.2818	0.2044	0.1307	0.06955	0.02969	0.01222	0.006673	0.005064	0.004599	0.004214	0.004209	0.004256	0.0042	0.004419	0.004956	0.005213	0.004814	0.00436	0.004294	0.004923	0.006321	0.01086	0
239	Green_99	0	0	0	0	0	98.82	0.009069	0.01415	0.01447	0.01255	0.009602	0.007164	0.007108	0.006791	0.009377	0.04386	0.1724	0.3115	0.3614	0.3413	0.2801	0.2027	0.1291	0.06827	0.02871	0.01169	0.006294	0.00471	0.004184	0.003949	0.003859	0.00392	0.00385	0.004099	0.004685	0.004789	0.004388	0.004044	0.003718	0.00444	0.005828	0.01025	0
240	Green_100	0	0	0	0	0	100	0.01028	0.01493	0.01505	0.01248	0.01003	0.007636	0.007417	0.007128	0.009563	0.04329	0.1705	0.3091	0.359	0.3388	0.2776	0.2005	0.1272	0.06697	0.02807	0.01143	0.006259	0.004806	0.004443	0.004204	0.004165	0.004184	0.00401	0.004221	0.004743	0.004701	0.004474	0.004097	0.004045	0.004669	0.005946	0.01037	0
END_DATA
